sensor_reading_id,machine_id,recorded_at,temperature_celsius,vibration_mm_s,pressure_psi
SENSOR-00003230,MCH-002-02-02,2026-01-29 04:00:00,81.66,2.619,102.05
SENSOR-00003231,MCH-002-02-02,2026-01-29 08:00:00,83.48,2.781,99.02
SENSOR-00003232,MCH-002-02-02,2026-01-29 12:00:00,83.27,2.872,100.01
SENSOR-00003233,MCH-002-02-02,2026-01-29 16:00:00,75.65,3.349,100.05
SENSOR-00003234,MCH-002-02-02,2026-01-29 20:00:00,78.25,2.397,103.09
SENSOR-00003235,MCH-002-02-02,2026-01-30 00:00:00,88.24,2.986,104.43
SENSOR-00003236,MCH-002-02-02,2026-01-30 04:00:00,84.14,3.107,107.22
SENSOR-00003237,MCH-002-02-02,2026-01-30 08:00:00,89.26,3.432,97.61
SENSOR-00003238,MCH-002-02-02,2026-01-30 12:00:00,91.42,2.991,99.32
SENSOR-00003239,MCH-002-02-02,2026-01-30 16:00:00,74.01,3.094,96.75
SENSOR-00003240,MCH-002-02-02,2026-01-30 20:00:00,84.28,2.722,105.39
SENSOR-00003241,MCH-002-02-03,2026-01-01 00:00:00,78.24,2.637,98.67
SENSOR-00003242,MCH-002-02-03,2026-01-01 04:00:00,82.36,3.243,100.89
SENSOR-00003243,MCH-002-02-03,2026-01-01 08:00:00,86.56,2.582,98.7
SENSOR-00003244,MCH-002-02-03,2026-01-01 12:00:00,84.74,3.038,97.42
SENSOR-00003245,MCH-002-02-03,2026-01-01 16:00:00,85.63,2.819,97.67
SENSOR-00003246,MCH-002-02-03,2026-01-01 20:00:00,83.85,2.953,98.43
SENSOR-00003247,MCH-002-02-03,2026-01-02 00:00:00,75.3,2.72,97.99
SENSOR-00003248,MCH-002-02-03,2026-01-02 04:00:00,78.9,3.197,102.91
SENSOR-00003249,MCH-002-02-03,2026-01-02 08:00:00,90.74,2.761,104.79
SENSOR-00003250,MCH-002-02-03,2026-01-02 12:00:00,88.26,2.894,101.42
SENSOR-00003251,MCH-002-02-03,2026-01-02 16:00:00,86.86,2.937,99.59
SENSOR-00003252,MCH-002-02-03,2026-01-02 20:00:00,79.39,2.362,100.21
SENSOR-00003253,MCH-002-02-03,2026-01-03 00:00:00,82.65,3.017,101.51
SENSOR-00003254,MCH-002-02-03,2026-01-03 04:00:00,79.33,2.572,102.87
SENSOR-00003255,MCH-002-02-03,2026-01-03 08:00:00,84.65,2.818,101.23
SENSOR-00003256,MCH-002-02-03,2026-01-03 12:00:00,86.93,3.236,98.31
SENSOR-00003257,MCH-002-02-03,2026-01-03 16:00:00,75.94,2.622,99.06
SENSOR-00003258,MCH-002-02-03,2026-01-03 20:00:00,87.75,2.77,98.21
SENSOR-00003259,MCH-002-02-03,2026-01-04 00:00:00,88.26,3.3,98.76
SENSOR-00003260,MCH-002-02-03,2026-01-04 04:00:00,80.32,2.721,97.27
SENSOR-00003261,MCH-002-02-03,2026-01-04 08:00:00,81.89,2.957,95.19
SENSOR-00003262,MCH-002-02-03,2026-01-04 12:00:00,91.07,2.887,100.2
SENSOR-00003263,MCH-002-02-03,2026-01-04 16:00:00,79.39,2.885,98.93
SENSOR-00003264,MCH-002-02-03,2026-01-04 20:00:00,81.89,2.948,102.41
SENSOR-00003265,MCH-002-02-03,2026-01-05 00:00:00,81.27,2.905,99.67
SENSOR-00003266,MCH-002-02-03,2026-01-05 04:00:00,82.02,2.938,98.32
SENSOR-00003267,MCH-002-02-03,2026-01-05 08:00:00,84.96,3.159,105.35
SENSOR-00003268,MCH-002-02-03,2026-01-05 12:00:00,79.48,3.118,94.27
SENSOR-00003269,MCH-002-02-03,2026-01-05 16:00:00,85.21,2.588,97.05
SENSOR-00003270,MCH-002-02-03,2026-01-05 20:00:00,83.23,2.796,97.72
SENSOR-00003271,MCH-002-02-03,2026-01-06 00:00:00,85.29,2.493,103.14
SENSOR-00003272,MCH-002-02-03,2026-01-06 04:00:00,79.45,3.011,97.18
SENSOR-00003273,MCH-002-02-03,2026-01-06 08:00:00,83.38,3.59,100.38
SENSOR-00003274,MCH-002-02-03,2026-01-06 12:00:00,80.06,2.894,95.59
SENSOR-00003275,MCH-002-02-03,2026-01-06 16:00:00,87.69,3.03,96.85
SENSOR-00003276,MCH-002-02-03,2026-01-06 20:00:00,77.83,2.956,102.8
SENSOR-00003277,MCH-002-02-03,2026-01-07 00:00:00,85.71,3.006,97.63
SENSOR-00003278,MCH-002-02-03,2026-01-07 04:00:00,85.76,3.205,100.99
SENSOR-00003279,MCH-002-02-03,2026-01-07 08:00:00,79.45,2.837,100.85
SENSOR-00003280,MCH-002-02-03,2026-01-07 12:00:00,76.65,3.284,105.1
SENSOR-00003281,MCH-002-02-03,2026-01-07 16:00:00,80.95,3.041,103.56
SENSOR-00003282,MCH-002-02-03,2026-01-07 20:00:00,89.72,3.341,94.79
SENSOR-00003283,MCH-002-02-03,2026-01-08 00:00:00,81.0,3.19,97.33
SENSOR-00003284,MCH-002-02-03,2026-01-08 04:00:00,71.43,2.551,96.92
SENSOR-00003285,MCH-002-02-03,2026-01-08 08:00:00,79.27,2.999,96.76
SENSOR-00003286,MCH-002-02-03,2026-01-08 12:00:00,77.05,2.719,96.65
SENSOR-00003287,MCH-002-02-03,2026-01-08 16:00:00,79.68,2.802,102.07
SENSOR-00003288,MCH-002-02-03,2026-01-08 20:00:00,77.94,2.862,98.36
SENSOR-00003289,MCH-002-02-03,2026-01-09 00:00:00,76.06,2.755,98.65
SENSOR-00003290,MCH-002-02-03,2026-01-09 04:00:00,80.28,2.895,95.06
SENSOR-00003291,MCH-002-02-03,2026-01-09 08:00:00,79.39,3.077,95.93
SENSOR-00003292,MCH-002-02-03,2026-01-09 12:00:00,80.48,3.025,97.65
SENSOR-00003293,MCH-002-02-03,2026-01-09 16:00:00,83.26,2.572,102.67
SENSOR-00003294,MCH-002-02-03,2026-01-09 20:00:00,83.36,2.966,103.37
SENSOR-00003295,MCH-002-02-03,2026-01-10 00:00:00,85.02,2.811,101.26
SENSOR-00003296,MCH-002-02-03,2026-01-10 04:00:00,81.87,2.648,97.03
SENSOR-00003297,MCH-002-02-03,2026-01-10 08:00:00,79.29,3.184,102.88
SENSOR-00003298,MCH-002-02-03,2026-01-10 12:00:00,84.9,3.062,101.24
SENSOR-00003299,MCH-002-02-03,2026-01-10 16:00:00,83.01,3.054,101.43
SENSOR-00003300,MCH-002-02-03,2026-01-10 20:00:00,76.28,2.754,96.91
SENSOR-00003301,MCH-002-02-03,2026-01-11 00:00:00,82.74,2.611,99.68
SENSOR-00003302,MCH-002-02-03,2026-01-11 04:00:00,83.96,2.898,101.97
SENSOR-00003303,MCH-002-02-03,2026-01-11 08:00:00,81.63,2.803,96.74
SENSOR-00003304,MCH-002-02-03,2026-01-11 12:00:00,80.33,3.003,94.12
SENSOR-00003305,MCH-002-02-03,2026-01-11 16:00:00,78.78,2.453,98.15
SENSOR-00003306,MCH-002-02-03,2026-01-11 20:00:00,86.69,2.655,102.11
SENSOR-00003307,MCH-002-02-03,2026-01-12 00:00:00,82.67,2.992,99.61
SENSOR-00003308,MCH-002-02-03,2026-01-12 04:00:00,81.61,2.738,100.84
SENSOR-00003309,MCH-002-02-03,2026-01-12 08:00:00,82.68,2.842,102.0
SENSOR-00003310,MCH-002-02-03,2026-01-12 12:00:00,86.01,3.121,96.87
SENSOR-00003311,MCH-002-02-03,2026-01-12 16:00:00,82.3,2.724,100.29
SENSOR-00003312,MCH-002-02-03,2026-01-12 20:00:00,78.27,3.271,102.35
SENSOR-00003313,MCH-002-02-03,2026-01-13 00:00:00,82.47,3.328,100.73
SENSOR-00003314,MCH-002-02-03,2026-01-13 04:00:00,81.82,3.333,95.38
SENSOR-00003315,MCH-002-02-03,2026-01-13 08:00:00,79.56,2.73,93.41
SENSOR-00003316,MCH-002-02-03,2026-01-13 12:00:00,85.39,2.812,102.72
SENSOR-00003317,MCH-002-02-03,2026-01-13 16:00:00,83.45,3.104,98.63
SENSOR-00003318,MCH-002-02-03,2026-01-13 20:00:00,78.84,2.974,102.76
SENSOR-00003319,MCH-002-02-03,2026-01-14 00:00:00,89.76,3.141,104.78
SENSOR-00003320,MCH-002-02-03,2026-01-14 04:00:00,78.62,2.552,99.96
SENSOR-00003321,MCH-002-02-03,2026-01-14 08:00:00,85.33,3.127,103.63
SENSOR-00003322,MCH-002-02-03,2026-01-14 12:00:00,71.75,3.265,101.01
SENSOR-00003323,MCH-002-02-03,2026-01-14 16:00:00,75.72,3.133,100.51
SENSOR-00003324,MCH-002-02-03,2026-01-14 20:00:00,83.42,3.202,101.29
SENSOR-00003325,MCH-002-02-03,2026-01-15 00:00:00,80.13,3.115,103.2
SENSOR-00003326,MCH-002-02-03,2026-01-15 04:00:00,86.3,2.672,104.16
SENSOR-00003327,MCH-002-02-03,2026-01-15 08:00:00,87.76,3.34,99.53
SENSOR-00003328,MCH-002-02-03,2026-01-15 12:00:00,78.89,2.706,96.69
SENSOR-00003329,MCH-002-02-03,2026-01-15 16:00:00,81.94,3.164,103.92
SENSOR-00003330,MCH-002-02-03,2026-01-15 20:00:00,79.96,2.942,99.69
SENSOR-00003331,MCH-002-02-03,2026-01-16 00:00:00,85.48,3.016,98.7
SENSOR-00003332,MCH-002-02-03,2026-01-16 04:00:00,82.83,3.038,103.25
SENSOR-00003333,MCH-002-02-03,2026-01-16 08:00:00,77.71,3.283,100.07
SENSOR-00003334,MCH-002-02-03,2026-01-16 12:00:00,79.87,2.818,97.0
SENSOR-00003335,MCH-002-02-03,2026-01-16 16:00:00,74.93,3.121,105.94
SENSOR-00003336,MCH-002-02-03,2026-01-16 20:00:00,75.43,2.714,102.25
SENSOR-00003337,MCH-002-02-03,2026-01-17 00:00:00,86.67,3.303,101.32
SENSOR-00003338,MCH-002-02-03,2026-01-17 04:00:00,72.87,2.793,103.97
SENSOR-00003339,MCH-002-02-03,2026-01-17 08:00:00,88.39,3.292,99.29
SENSOR-00003340,MCH-002-02-03,2026-01-17 12:00:00,76.67,2.942,100.04
SENSOR-00003341,MCH-002-02-03,2026-01-17 16:00:00,88.16,3.009,100.05
SENSOR-00003342,MCH-002-02-03,2026-01-17 20:00:00,82.19,3.052,101.88
SENSOR-00003343,MCH-002-02-03,2026-01-18 00:00:00,76.63,3.058,100.2
SENSOR-00003344,MCH-002-02-03,2026-01-18 04:00:00,81.03,2.796,99.9
SENSOR-00003345,MCH-002-02-03,2026-01-18 08:00:00,79.57,3.56,99.28
SENSOR-00003346,MCH-002-02-03,2026-01-18 12:00:00,80.4,2.816,105.33
SENSOR-00003347,MCH-002-02-03,2026-01-18 16:00:00,75.34,3.042,99.28
SENSOR-00003348,MCH-002-02-03,2026-01-18 20:00:00,76.2,2.747,100.95
SENSOR-00003349,MCH-002-02-03,2026-01-19 00:00:00,82.51,3.03,105.19
SENSOR-00003350,MCH-002-02-03,2026-01-19 04:00:00,81.88,2.664,103.46
SENSOR-00003351,MCH-002-02-03,2026-01-19 08:00:00,86.95,3.01,99.26
SENSOR-00003352,MCH-002-02-03,2026-01-19 12:00:00,84.39,2.899,93.83
SENSOR-00003353,MCH-002-02-03,2026-01-19 16:00:00,84.15,3.175,104.32
SENSOR-00003354,MCH-002-02-03,2026-01-19 20:00:00,78.97,3.008,100.74
SENSOR-00003355,MCH-002-02-03,2026-01-20 00:00:00,80.21,2.81,95.15
SENSOR-00003356,MCH-002-02-03,2026-01-20 04:00:00,81.99,3.072,99.53
SENSOR-00003357,MCH-002-02-03,2026-01-20 08:00:00,81.86,3.056,104.23
SENSOR-00003358,MCH-002-02-03,2026-01-20 12:00:00,80.22,2.659,99.73
SENSOR-00003359,MCH-002-02-03,2026-01-20 16:00:00,89.43,2.662,101.95
SENSOR-00003360,MCH-002-02-03,2026-01-20 20:00:00,86.53,2.36,101.23
SENSOR-00003361,MCH-002-02-03,2026-01-21 00:00:00,86.66,2.648,94.75
SENSOR-00003362,MCH-002-02-03,2026-01-21 04:00:00,86.72,2.904,98.84
SENSOR-00003363,MCH-002-02-03,2026-01-21 08:00:00,81.45,3.004,98.43
SENSOR-00003364,MCH-002-02-03,2026-01-21 12:00:00,83.92,2.711,99.09
SENSOR-00003365,MCH-002-02-03,2026-01-21 16:00:00,73.04,3.245,99.47
SENSOR-00003366,MCH-002-02-03,2026-01-21 20:00:00,84.58,3.071,101.65
SENSOR-00003367,MCH-002-02-03,2026-01-22 00:00:00,82.43,2.935,100.82
SENSOR-00003368,MCH-002-02-03,2026-01-22 04:00:00,82.17,2.604,93.55
SENSOR-00003369,MCH-002-02-03,2026-01-22 08:00:00,80.4,3.092,98.91
SENSOR-00003370,MCH-002-02-03,2026-01-22 12:00:00,86.84,2.94,104.07
SENSOR-00003371,MCH-002-02-03,2026-01-22 16:00:00,86.51,3.215,96.39
SENSOR-00003372,MCH-002-02-03,2026-01-22 20:00:00,81.97,3.257,100.82
SENSOR-00003373,MCH-002-02-03,2026-01-23 00:00:00,92.13,2.857,95.72
SENSOR-00003374,MCH-002-02-03,2026-01-23 04:00:00,82.0,2.727,102.59
SENSOR-00003375,MCH-002-02-03,2026-01-23 08:00:00,78.34,3.019,96.56
SENSOR-00003376,MCH-002-02-03,2026-01-23 12:00:00,92.29,3.078,99.56
SENSOR-00003377,MCH-002-02-03,2026-01-23 16:00:00,80.73,2.813,97.72
SENSOR-00003378,MCH-002-02-03,2026-01-23 20:00:00,78.74,3.371,98.34
SENSOR-00003379,MCH-002-02-03,2026-01-24 00:00:00,79.23,3.096,98.83
SENSOR-00003380,MCH-002-02-03,2026-01-24 04:00:00,80.93,3.157,102.24
SENSOR-00003381,MCH-002-02-03,2026-01-24 08:00:00,81.24,2.834,104.8
SENSOR-00003382,MCH-002-02-03,2026-01-24 12:00:00,84.25,2.854,98.04
SENSOR-00003383,MCH-002-02-03,2026-01-24 16:00:00,86.0,2.981,99.51
SENSOR-00003384,MCH-002-02-03,2026-01-24 20:00:00,82.36,3.036,99.83
SENSOR-00003385,MCH-002-02-03,2026-01-25 00:00:00,85.56,3.11,105.87
SENSOR-00003386,MCH-002-02-03,2026-01-25 04:00:00,79.74,2.913,99.36
SENSOR-00003387,MCH-002-02-03,2026-01-25 08:00:00,80.43,2.455,104.12
SENSOR-00003388,MCH-002-02-03,2026-01-25 12:00:00,77.79,2.994,95.73
SENSOR-00003389,MCH-002-02-03,2026-01-25 16:00:00,84.38,2.755,96.59
SENSOR-00003390,MCH-002-02-03,2026-01-25 20:00:00,82.67,2.777,98.28
SENSOR-00003391,MCH-002-02-03,2026-01-26 00:00:00,80.63,3.246,105.92
SENSOR-00003392,MCH-002-02-03,2026-01-26 04:00:00,77.93,2.767,101.14
SENSOR-00003393,MCH-002-02-03,2026-01-26 08:00:00,79.59,2.762,100.73
SENSOR-00003394,MCH-002-02-03,2026-01-26 12:00:00,88.1,2.624,104.5
SENSOR-00003395,MCH-002-02-03,2026-01-26 16:00:00,79.6,3.038,104.77
SENSOR-00003396,MCH-002-02-03,2026-01-26 20:00:00,83.2,2.877,102.15
SENSOR-00003397,MCH-002-02-03,2026-01-27 00:00:00,77.47,3.322,97.03
SENSOR-00003398,MCH-002-02-03,2026-01-27 04:00:00,76.75,3.014,105.06
SENSOR-00003399,MCH-002-02-03,2026-01-27 08:00:00,81.43,2.942,103.87
SENSOR-00003400,MCH-002-02-03,2026-01-27 12:00:00,85.41,3.058,98.25
SENSOR-00003401,MCH-002-02-03,2026-01-27 16:00:00,83.72,2.612,98.13
SENSOR-00003402,MCH-002-02-03,2026-01-27 20:00:00,87.62,3.277,101.31
SENSOR-00003403,MCH-002-02-03,2026-01-28 00:00:00,82.77,2.697,95.08
SENSOR-00003404,MCH-002-02-03,2026-01-28 04:00:00,76.98,2.532,100.23
SENSOR-00003405,MCH-002-02-03,2026-01-28 08:00:00,83.43,2.71,100.44
SENSOR-00003406,MCH-002-02-03,2026-01-28 12:00:00,87.77,3.441,102.31
SENSOR-00003407,MCH-002-02-03,2026-01-28 16:00:00,81.2,3.136,104.06
SENSOR-00003408,MCH-002-02-03,2026-01-28 20:00:00,73.87,3.322,98.37
SENSOR-00003409,MCH-002-02-03,2026-01-29 00:00:00,80.6,3.125,103.17
SENSOR-00003410,MCH-002-02-03,2026-01-29 04:00:00,85.88,3.059,102.82
SENSOR-00003411,MCH-002-02-03,2026-01-29 08:00:00,85.38,3.621,103.65
SENSOR-00003412,MCH-002-02-03,2026-01-29 12:00:00,81.54,2.724,99.22
SENSOR-00003413,MCH-002-02-03,2026-01-29 16:00:00,80.57,3.08,97.9
SENSOR-00003414,MCH-002-02-03,2026-01-29 20:00:00,86.67,2.604,95.1
SENSOR-00003415,MCH-002-02-03,2026-01-30 00:00:00,87.78,2.989,100.68
SENSOR-00003416,MCH-002-02-03,2026-01-30 04:00:00,81.16,3.072,101.17
SENSOR-00003417,MCH-002-02-03,2026-01-30 08:00:00,87.2,2.48,99.3
SENSOR-00003418,MCH-002-02-03,2026-01-30 12:00:00,83.25,2.945,97.18
SENSOR-00003419,MCH-002-02-03,2026-01-30 16:00:00,76.7,3.153,97.73
SENSOR-00003420,MCH-002-02-03,2026-01-30 20:00:00,74.88,3.166,101.38
SENSOR-00003421,MCH-002-02-04,2026-01-01 00:00:00,84.95,3.247,100.82
SENSOR-00003422,MCH-002-02-04,2026-01-01 04:00:00,83.87,2.783,96.92
SENSOR-00003423,MCH-002-02-04,2026-01-01 08:00:00,78.43,3.069,100.7
SENSOR-00003424,MCH-002-02-04,2026-01-01 12:00:00,78.03,3.125,97.37
SENSOR-00003425,MCH-002-02-04,2026-01-01 16:00:00,79.55,2.95,96.64
SENSOR-00003426,MCH-002-02-04,2026-01-01 20:00:00,86.26,3.064,102.45
SENSOR-00003427,MCH-002-02-04,2026-01-02 00:00:00,89.54,3.026,97.88
SENSOR-00003428,MCH-002-02-04,2026-01-02 04:00:00,82.28,2.964,97.16
SENSOR-00003429,MCH-002-02-04,2026-01-02 08:00:00,88.27,2.913,99.91
SENSOR-00003430,MCH-002-02-04,2026-01-02 12:00:00,78.06,3.114,96.53
SENSOR-00003431,MCH-002-02-04,2026-01-02 16:00:00,79.11,3.079,103.17
SENSOR-00003432,MCH-002-02-04,2026-01-02 20:00:00,85.59,3.234,99.61
SENSOR-00003433,MCH-002-02-04,2026-01-03 00:00:00,77.96,2.989,103.9
SENSOR-00003434,MCH-002-02-04,2026-01-03 04:00:00,79.65,3.438,98.7
SENSOR-00003435,MCH-002-02-04,2026-01-03 08:00:00,92.29,2.936,99.57
SENSOR-00003436,MCH-002-02-04,2026-01-03 12:00:00,80.19,2.935,104.01
SENSOR-00003437,MCH-002-02-04,2026-01-03 16:00:00,85.73,3.364,96.05
SENSOR-00003438,MCH-002-02-04,2026-01-03 20:00:00,86.45,2.864,95.99
SENSOR-00003439,MCH-002-02-04,2026-01-04 00:00:00,77.16,2.761,98.61
SENSOR-00003440,MCH-002-02-04,2026-01-04 04:00:00,91.89,3.111,98.15
SENSOR-00003441,MCH-002-02-04,2026-01-04 08:00:00,81.09,2.776,102.62
SENSOR-00003442,MCH-002-02-04,2026-01-04 12:00:00,83.46,3.631,101.88
SENSOR-00003443,MCH-002-02-04,2026-01-04 16:00:00,87.15,3.046,96.73
SENSOR-00003444,MCH-002-02-04,2026-01-04 20:00:00,80.34,2.764,102.73
SENSOR-00003445,MCH-002-02-04,2026-01-05 00:00:00,80.97,3.26,104.92
SENSOR-00003446,MCH-002-02-04,2026-01-05 04:00:00,84.92,3.303,101.72
SENSOR-00003447,MCH-002-02-04,2026-01-05 08:00:00,91.42,3.199,102.1
SENSOR-00003448,MCH-002-02-04,2026-01-05 12:00:00,83.69,2.913,96.38
SENSOR-00003449,MCH-002-02-04,2026-01-05 16:00:00,88.9,2.854,102.24
SENSOR-00003450,MCH-002-02-04,2026-01-05 20:00:00,85.49,3.336,98.46
SENSOR-00003451,MCH-002-02-04,2026-01-06 00:00:00,75.16,3.399,97.27
SENSOR-00003452,MCH-002-02-04,2026-01-06 04:00:00,84.89,2.937,105.98
SENSOR-00003453,MCH-002-02-04,2026-01-06 08:00:00,84.33,2.929,99.1
SENSOR-00003454,MCH-002-02-04,2026-01-06 12:00:00,84.19,3.151,101.32
SENSOR-00003455,MCH-002-02-04,2026-01-06 16:00:00,83.83,2.762,98.98
SENSOR-00003456,MCH-002-02-04,2026-01-06 20:00:00,86.26,2.939,102.02
SENSOR-00003457,MCH-002-02-04,2026-01-07 00:00:00,85.66,3.311,103.83
SENSOR-00003458,MCH-002-02-04,2026-01-07 04:00:00,85.08,3.338,101.38
SENSOR-00003459,MCH-002-02-04,2026-01-07 08:00:00,85.92,2.877,99.01
SENSOR-00003460,MCH-002-02-04,2026-01-07 12:00:00,81.74,2.809,95.05
SENSOR-00003461,MCH-002-02-04,2026-01-07 16:00:00,82.14,3.04,100.32
SENSOR-00003462,MCH-002-02-04,2026-01-07 20:00:00,86.05,3.153,99.23
SENSOR-00003463,MCH-002-02-04,2026-01-08 00:00:00,82.68,3.27,101.22
SENSOR-00003464,MCH-002-02-04,2026-01-08 04:00:00,90.02,3.409,105.87
SENSOR-00003465,MCH-002-02-04,2026-01-08 08:00:00,86.07,3.242,98.54
SENSOR-00003466,MCH-002-02-04,2026-01-08 12:00:00,87.13,2.942,95.59
SENSOR-00003467,MCH-002-02-04,2026-01-08 16:00:00,89.94,2.794,101.32
SENSOR-00003468,MCH-002-02-04,2026-01-08 20:00:00,80.31,3.388,103.79
SENSOR-00003469,MCH-002-02-04,2026-01-09 00:00:00,85.38,2.76,92.42
SENSOR-00003470,MCH-002-02-04,2026-01-09 04:00:00,82.45,2.917,97.42
SENSOR-00003471,MCH-002-02-04,2026-01-09 08:00:00,71.42,2.894,99.48
SENSOR-00003472,MCH-002-02-04,2026-01-09 12:00:00,81.29,3.203,104.18
SENSOR-00003473,MCH-002-02-04,2026-01-09 16:00:00,85.9,3.363,103.33
SENSOR-00003474,MCH-002-02-04,2026-01-09 20:00:00,79.76,3.216,102.99
SENSOR-00003475,MCH-002-02-04,2026-01-10 00:00:00,87.96,2.876,97.07
SENSOR-00003476,MCH-002-02-04,2026-01-10 04:00:00,85.93,2.907,98.19
SENSOR-00003477,MCH-002-02-04,2026-01-10 08:00:00,76.4,3.179,104.62
SENSOR-00003478,MCH-002-02-04,2026-01-10 12:00:00,79.71,3.362,99.82
SENSOR-00003479,MCH-002-02-04,2026-01-10 16:00:00,76.77,2.883,97.13
SENSOR-00003480,MCH-002-02-04,2026-01-10 20:00:00,82.56,3.211,105.55
SENSOR-00003481,MCH-002-02-04,2026-01-11 00:00:00,79.01,3.109,103.81
SENSOR-00003482,MCH-002-02-04,2026-01-11 04:00:00,85.68,3.151,98.41
SENSOR-00003483,MCH-002-02-04,2026-01-11 08:00:00,84.1,3.247,101.39
SENSOR-00003484,MCH-002-02-04,2026-01-11 12:00:00,83.43,3.161,96.05
SENSOR-00003485,MCH-002-02-04,2026-01-11 16:00:00,80.89,3.283,102.53
SENSOR-00003486,MCH-002-02-04,2026-01-11 20:00:00,84.21,3.476,101.52
SENSOR-00003487,MCH-002-02-04,2026-01-12 00:00:00,72.38,3.336,101.97
SENSOR-00003488,MCH-002-02-04,2026-01-12 04:00:00,84.22,2.8,99.73
SENSOR-00003489,MCH-002-02-04,2026-01-12 08:00:00,84.57,3.302,100.82
SENSOR-00003490,MCH-002-02-04,2026-01-12 12:00:00,86.49,3.075,103.54
SENSOR-00003491,MCH-002-02-04,2026-01-12 16:00:00,86.36,2.81,104.17
SENSOR-00003492,MCH-002-02-04,2026-01-12 20:00:00,88.73,3.223,100.84
SENSOR-00003493,MCH-002-02-04,2026-01-13 00:00:00,81.34,2.949,101.93
SENSOR-00003494,MCH-002-02-04,2026-01-13 04:00:00,90.83,2.571,108.4
SENSOR-00003495,MCH-002-02-04,2026-01-13 08:00:00,84.65,3.252,98.69
SENSOR-00003496,MCH-002-02-04,2026-01-13 12:00:00,83.82,3.155,96.85
SENSOR-00003497,MCH-002-02-04,2026-01-13 16:00:00,80.61,3.403,95.34
SENSOR-00003498,MCH-002-02-04,2026-01-13 20:00:00,85.6,3.014,97.12
SENSOR-00003499,MCH-002-02-04,2026-01-14 00:00:00,84.77,3.075,97.89
SENSOR-00003500,MCH-002-02-04,2026-01-14 04:00:00,86.4,3.079,98.51
SENSOR-00003501,MCH-002-02-04,2026-01-14 08:00:00,89.75,3.076,103.28
SENSOR-00003502,MCH-002-02-04,2026-01-14 12:00:00,88.74,3.428,102.07
SENSOR-00003503,MCH-002-02-04,2026-01-14 16:00:00,83.83,3.09,99.27
SENSOR-00003504,MCH-002-02-04,2026-01-14 20:00:00,75.16,3.286,100.73
SENSOR-00003505,MCH-002-02-04,2026-01-15 00:00:00,80.74,2.881,101.0
SENSOR-00003506,MCH-002-02-04,2026-01-15 04:00:00,82.13,2.748,107.63
SENSOR-00003507,MCH-002-02-04,2026-01-15 08:00:00,83.68,2.836,97.99
SENSOR-00003508,MCH-002-02-04,2026-01-15 12:00:00,83.14,3.063,103.91
SENSOR-00003509,MCH-002-02-04,2026-01-15 16:00:00,83.51,3.57,98.7
SENSOR-00003510,MCH-002-02-04,2026-01-15 20:00:00,85.54,3.362,103.59
SENSOR-00003511,MCH-002-02-04,2026-01-16 00:00:00,82.29,2.927,98.6
SENSOR-00003512,MCH-002-02-04,2026-01-16 04:00:00,79.34,3.262,100.87
SENSOR-00003513,MCH-002-02-04,2026-01-16 08:00:00,86.27,3.003,99.83
SENSOR-00003514,MCH-002-02-04,2026-01-16 12:00:00,75.12,3.201,100.3
SENSOR-00003515,MCH-002-02-04,2026-01-16 16:00:00,79.43,3.08,99.23
SENSOR-00003516,MCH-002-02-04,2026-01-16 20:00:00,90.89,2.841,100.99
SENSOR-00003517,MCH-002-02-04,2026-01-17 00:00:00,84.74,3.268,100.95
SENSOR-00003518,MCH-002-02-04,2026-01-17 04:00:00,85.71,3.025,96.79
SENSOR-00003519,MCH-002-02-04,2026-01-17 08:00:00,78.12,2.689,105.29
SENSOR-00003520,MCH-002-02-04,2026-01-17 12:00:00,74.98,3.405,97.54
SENSOR-00003521,MCH-002-02-04,2026-01-17 16:00:00,88.58,2.556,99.29
SENSOR-00003522,MCH-002-02-04,2026-01-17 20:00:00,89.65,3.285,98.99
SENSOR-00003523,MCH-002-02-04,2026-01-18 00:00:00,82.15,3.18,98.27
SENSOR-00003524,MCH-002-02-04,2026-01-18 04:00:00,77.54,3.0,101.92
SENSOR-00003525,MCH-002-02-04,2026-01-18 08:00:00,85.41,3.114,102.69
SENSOR-00003526,MCH-002-02-04,2026-01-18 12:00:00,83.02,3.121,98.56
SENSOR-00003527,MCH-002-02-04,2026-01-18 16:00:00,87.66,3.179,98.33
SENSOR-00003528,MCH-002-02-04,2026-01-18 20:00:00,77.87,3.383,97.77
SENSOR-00003529,MCH-002-02-04,2026-01-19 00:00:00,91.91,3.037,100.06
SENSOR-00003530,MCH-002-02-04,2026-01-19 04:00:00,80.22,3.329,98.32
SENSOR-00003531,MCH-002-02-04,2026-01-19 08:00:00,87.92,2.694,101.65
SENSOR-00003532,MCH-002-02-04,2026-01-19 12:00:00,81.26,3.289,99.96
SENSOR-00003533,MCH-002-02-04,2026-01-19 16:00:00,81.69,3.01,97.45
SENSOR-00003534,MCH-002-02-04,2026-01-19 20:00:00,87.18,2.844,99.2
SENSOR-00003535,MCH-002-02-04,2026-01-20 00:00:00,87.26,3.171,100.42
SENSOR-00003536,MCH-002-02-04,2026-01-20 04:00:00,81.05,3.126,101.54
SENSOR-00003537,MCH-002-02-04,2026-01-20 08:00:00,82.77,3.218,97.61
SENSOR-00003538,MCH-002-02-04,2026-01-20 12:00:00,84.22,3.392,103.7
SENSOR-00003539,MCH-002-02-04,2026-01-20 16:00:00,89.14,3.178,100.09
